account_id,customer_id,branch_id,account_type,account_status,opened_date,currency,snapshot_date
ACC0000001862,CUST00004422,BR0034,CURRENT,ACTIVE,12/7/2021,NPR,1/1/2026
ACC0000001863,CUST00003214,BR0037,SALARY,ACTIVE,6/7/2020,NPR,1/1/2026
ACC0000001864,CUST00004882,BR0033,LOAN,ACTIVE,5/17/2020,NPR,1/1/2026
ACC0000001865,CUST00001055,BR0031,WALLET,ACTIVE,3/20/2021,NPR,1/1/2026
ACC0000001866,CUST00002418,BR0018,LOAN,ACTIVE,2/3/2021,NPR,1/1/2026
ACC0000001867,CUST00004002,BR0010,LOAN,ACTIVE,5/23/2022,NPR,1/1/2026
ACC0000001868,CUST00001226,BR0002,WALLET,ACTIVE,10/22/2020,NPR,1/1/2026
ACC0000001869,CUST00001558,BR0006,CURRENT,ACTIVE,7/8/2019,NPR,1/1/2026
ACC0000001870,CUST00002770,BR0016,SALARY,ACTIVE,5/30/2024,NPR,1/1/2026
ACC0000001871,CUST00001201,BR0035,SAVINGS,ACTIVE,4/10/2020,NPR,1/1/2026
ACC0000001872,CUST00004733,BR0020,SAVINGS,ACTIVE,6/8/2020,NPR,1/1/2026
ACC0000001873,CUST00003686,BR0037,WALLET,ACTIVE,1/23/2021,NPR,1/1/2026
ACC0000001874,CUST00004104,BR0037,WALLET,ACTIVE,4/11/2020,NPR,1/1/2026
ACC0000001875,CUST00000514,BR0018,SAVINGS,ACTIVE,7/25/2024,NPR,1/1/2026
ACC0000001876,CUST00001852,BR0031,SAVINGS,ACTIVE,7/21/2022,NPR,1/1/2026
ACC0000001877,CUST00000548,BR0001,LOAN,ACTIVE,9/26/2025,NPR,1/1/2026
ACC0000001878,CUST00003008,BR0012,CURRENT,ACTIVE,11/1/2019,NPR,1/1/2026
ACC0000001879,CUST00001278,BR0005,LOAN,ACTIVE,5/12/2019,NPR,1/1/2026
ACC0000001880,CUST00002308,BR0013,WALLET,ACTIVE,7/17/2019,NPR,1/1/2026
ACC0000001881,CUST00001864,BR0012,LOAN,ACTIVE,6/3/2019,NPR,1/1/2026
ACC0000001882,CUST00003083,BR0029,SAVINGS,ACTIVE,2/11/2025,NPR,1/1/2026
ACC0000001883,CUST00001580,BR0017,WALLET,ACTIVE,12/20/2024,NPR,1/1/2026
ACC0000001884,CUST00003214,BR0038,SALARY,ACTIVE,3/19/2024,NPR,1/1/2026
ACC0000001885,CUST00000711,BR0019,LOAN,DORMANT,9/30/2020,NPR,1/1/2026
ACC0000001886,CUST00004013,BR0025,SALARY,CLOSED,3/12/2019,NPR,1/1/2026
ACC0000001887,CUST00000196,BR0038,SALARY,ACTIVE,1/28/2023,NPR,1/1/2026
ACC0000001888,CUST00004798,BR0024,CURRENT,ACTIVE,4/20/2025,NPR,1/1/2026
ACC0000001889,CUST00004259,BR0009,SALARY,ACTIVE,6/13/2021,NPR,1/1/2026
ACC0000001890,CUST00003229,BR0011,LOAN,ACTIVE,8/8/2020,NPR,1/1/2026
ACC0000001891,CUST00001193,BR0005,SALARY,DORMANT,3/1/2021,NPR,1/1/2026
ACC0000001892,CUST00001548,BR0010,CURRENT,ACTIVE,6/4/2022,NPR,1/1/2026
ACC0000001893,CUST00003734,BR0011,WALLET,ACTIVE,9/30/2022,NPR,1/1/2026
ACC0000001894,CUST00002716,BR0007,LOAN,ACTIVE,9/22/2025,NPR,1/1/2026
ACC0000001895,CUST00001372,BR0021,SALARY,ACTIVE,12/24/2024,NPR,1/1/2026
ACC0000001896,CUST00000954,BR0010,SALARY,ACTIVE,3/27/2023,NPR,1/1/2026
ACC0000001897,CUST00004140,BR0039,LOAN,ACTIVE,11/27/2021,NPR,1/1/2026
ACC0000001898,CUST00003966,BR0008,LOAN,ACTIVE,12/1/2022,NPR,1/1/2026
ACC0000001899,CUST00001817,BR0006,SALARY,ACTIVE,6/10/2020,NPR,1/1/2026
ACC0000001900,CUST00002404,BR0030,WALLET,ACTIVE,12/10/2020,NPR,1/1/2026
ACC0000001901,CUST00001114,BR0032,SALARY,ACTIVE,8/23/2025,NPR,1/1/2026
ACC0000001902,CUST00002999,BR0026,SAVINGS,ACTIVE,3/1/2024,NPR,1/1/2026
ACC0000001903,CUST00004585,BR0027,LOAN,ACTIVE,11/7/2021,NPR,1/1/2026
ACC0000001904,CUST00004985,BR0038,LOAN,ACTIVE,1/26/2021,NPR,1/1/2026
ACC0000001905,CUST00000614,BR0025,WALLET,ACTIVE,3/7/2019,NPR,1/1/2026
ACC0000001906,CUST00002920,BR0023,CURRENT,ACTIVE,4/12/2019,NPR,1/1/2026
ACC0000001907,CUST00000318,BR0013,WALLET,ACTIVE,8/27/2022,NPR,1/1/2026
ACC0000001908,CUST00001164,BR0008,CURRENT,ACTIVE,2/13/2024,NPR,1/1/2026
ACC0000001909,CUST00001047,BR0017,SAVINGS,ACTIVE,8/20/2025,NPR,1/1/2026
ACC0000001910,CUST00004162,BR0010,WALLET,ACTIVE,8/8/2021,NPR,1/1/2026
ACC0000001911,CUST00002822,BR0006,SALARY,ACTIVE,8/23/2022,NPR,1/1/2026
ACC0000001912,CUST00000851,BR0020,LOAN,ACTIVE,8/24/2023,NPR,1/1/2026
ACC0000001913,CUST00000135,BR0024,CURRENT,ACTIVE,4/15/2021,NPR,1/1/2026
ACC0000001914,CUST00002163,BR0038,LOAN,ACTIVE,7/28/2021,NPR,1/1/2026
ACC0000001915,CUST00002068,BR0002,LOAN,ACTIVE,10/12/2025,NPR,1/1/2026
ACC0000001916,CUST00002806,BR0018,CURRENT,ACTIVE,11/23/2019,NPR,1/1/2026
ACC0000001917,CUST00001459,BR0021,LOAN,ACTIVE,9/5/2024,NPR,1/1/2026
ACC0000001918,CUST00001637,BR0023,SALARY,ACTIVE,7/4/2024,NPR,1/1/2026
ACC0000001919,CUST00004466,BR0034,SALARY,ACTIVE,11/8/2023,NPR,1/1/2026
ACC0000001920,CUST00004653,BR0008,LOAN,ACTIVE,4/13/2022,NPR,1/1/2026
ACC0000001921,CUST00002957,BR0021,SALARY,ACTIVE,5/26/2024,NPR,1/1/2026
ACC0000001922,CUST00001959,BR0023,WALLET,ACTIVE,1/23/2022,NPR,1/1/2026
ACC0000001923,CUST00001727,BR0035,LOAN,ACTIVE,11/29/2021,NPR,1/1/2026
ACC0000001924,CUST00003028,BR0014,WALLET,ACTIVE,3/3/2023,NPR,1/1/2026
ACC0000001925,CUST00000641,BR0011,WALLET,ACTIVE,5/19/2021,NPR,1/1/2026
ACC0000001926,CUST00004358,BR0014,LOAN,ACTIVE,12/11/2019,NPR,1/1/2026
ACC0000001927,CUST00003696,BR0013,LOAN,ACTIVE,12/4/2019,NPR,1/1/2026
ACC0000001928,CUST00001204,BR0022,WALLET,ACTIVE,12/7/2019,NPR,1/1/2026
ACC0000001929,CUST00002632,BR0025,SALARY,ACTIVE,3/18/2023,NPR,1/1/2026
ACC0000001930,CUST00000813,BR0036,SALARY,ACTIVE,10/28/2023,NPR,1/1/2026
ACC0000001931,CUST00004409,BR0009,SALARY,ACTIVE,5/29/2022,NPR,1/1/2026
ACC0000001932,CUST00001324,BR0038,LOAN,ACTIVE,12/27/2019,NPR,1/1/2026
ACC0000001933,CUST00002859,BR0015,WALLET,ACTIVE,7/30/2020,NPR,1/1/2026
ACC0000001934,CUST00002045,BR0021,LOAN,ACTIVE,4/21/2021,NPR,1/1/2026
ACC0000001935,CUST00004346,BR0004,SAVINGS,ACTIVE,8/31/2024,NPR,1/1/2026
ACC0000001936,CUST00002912,BR0028,CURRENT,ACTIVE,10/30/2020,NPR,1/1/2026
ACC0000001937,CUST00000748,BR0015,LOAN,ACTIVE,12/17/2023,NPR,1/1/2026
ACC0000001938,CUST00002205,BR0019,SALARY,CLOSED,4/17/2020,NPR,1/1/2026
ACC0000001939,CUST00001624,BR0013,SALARY,ACTIVE,7/7/2025,NPR,1/1/2026
ACC0000001940,CUST00002217,BR0005,LOAN,ACTIVE,5/19/2025,NPR,1/1/2026
ACC0000001941,CUST00002780,BR0017,LOAN,ACTIVE,7/24/2021,NPR,1/1/2026
ACC0000001942,CUST00003332,BR0033,WALLET,ACTIVE,5/3/2024,NPR,1/1/2026
ACC0000001943,CUST00003109,BR0003,CURRENT,ACTIVE,10/4/2019,NPR,1/1/2026
ACC0000001944,CUST00003294,BR0015,SALARY,ACTIVE,6/18/2021,NPR,1/1/2026
ACC0000001945,CUST00003720,BR0015,SAVINGS,ACTIVE,8/16/2019,NPR,1/1/2026
ACC0000001946,CUST00004704,BR0035,LOAN,ACTIVE,4/12/2022,NPR,1/1/2026
ACC0000001947,CUST00004942,BR0006,LOAN,ACTIVE,12/28/2021,NPR,1/1/2026
ACC0000001948,CUST00001879,BR0023,LOAN,ACTIVE,7/20/2024,NPR,1/1/2026
ACC0000001949,CUST00000497,BR0024,SAVINGS,DORMANT,6/26/2021,NPR,1/1/2026
ACC0000001950,CUST00002651,BR0016,SAVINGS,ACTIVE,12/29/2020,NPR,1/1/2026
ACC0000001951,CUST00004396,BR0013,SAVINGS,ACTIVE,9/15/2022,NPR,1/1/2026
ACC0000001952,CUST00002936,BR0005,LOAN,ACTIVE,7/19/2022,NPR,1/1/2026
ACC0000001953,CUST00002542,BR0010,SAVINGS,ACTIVE,11/14/2021,NPR,1/1/2026
ACC0000001954,CUST00004603,BR0029,SALARY,ACTIVE,1/11/2022,NPR,1/1/2026
ACC0000001955,CUST00004769,BR0021,SALARY,CLOSED,11/1/2022,NPR,1/1/2026
ACC0000001956,CUST00003389,BR0019,SALARY,CLOSED,1/29/2025,NPR,1/1/2026
ACC0000001957,CUST00001990,BR0016,LOAN,ACTIVE,9/12/2019,NPR,1/1/2026
ACC0000001958,CUST00000475,BR0017,SALARY,ACTIVE,12/5/2025,NPR,1/1/2026
ACC0000001959,CUST00003514,BR0027,SALARY,ACTIVE,11/23/2024,NPR,1/1/2026
ACC0000001960,CUST00001188,BR0027,SALARY,ACTIVE,10/4/2019,NPR,1/1/2026
ACC0000001961,CUST00001042,BR0026,WALLET,ACTIVE,10/1/2023,NPR,1/1/2026
ACC0000001962,CUST00003568,BR0036,WALLET,ACTIVE,12/9/2023,NPR,1/1/2026
ACC0000001963,CUST00002078,BR0023,LOAN,DORMANT,5/25/2019,NPR,1/1/2026
ACC0000001964,CUST00002791,BR0031,CURRENT,ACTIVE,5/18/2024,NPR,1/1/2026
ACC0000001965,CUST00003201,BR0023,SAVINGS,CLOSED,7/29/2022,NPR,1/1/2026
ACC0000001966,CUST00003170,BR0039,CURRENT,ACTIVE,7/7/2025,NPR,1/1/2026
ACC0000001967,CUST00003634,BR0026,WALLET,ACTIVE,7/25/2024,NPR,1/1/2026
ACC0000001968,CUST00001969,BR0009,CURRENT,ACTIVE,8/3/2023,NPR,1/1/2026
ACC0000001969,CUST00001948,BR0038,SALARY,ACTIVE,4/8/2019,NPR,1/1/2026
ACC0000001970,CUST00004382,BR0011,CURRENT,ACTIVE,3/30/2025,NPR,1/1/2026
ACC0000001971,CUST00002237,BR0008,CURRENT,ACTIVE,3/21/2022,NPR,1/1/2026
ACC0000001972,CUST00003511,BR0006,LOAN,ACTIVE,2/2/2021,NPR,1/1/2026
ACC0000001973,CUST00004545,BR0004,SALARY,ACTIVE,8/11/2025,NPR,1/1/2026
ACC0000001974,CUST00002972,BR0020,LOAN,ACTIVE,6/1/2020,NPR,1/1/2026
ACC0000001975,CUST00003687,BR0036,SAVINGS,ACTIVE,9/28/2025,NPR,1/1/2026
ACC0000001976,CUST00003176,BR0021,LOAN,ACTIVE,9/20/2024,NPR,1/1/2026
ACC0000001977,CUST00003786,BR0038,SAVINGS,ACTIVE,8/17/2024,NPR,1/1/2026
ACC0000001978,CUST00002993,BR0034,SAVINGS,ACTIVE,5/12/2019,NPR,1/1/2026
ACC0000001979,CUST00002278,BR0022,SAVINGS,ACTIVE,6/27/2024,NPR,1/1/2026
ACC0000001980,CUST00001728,BR0010,SALARY,ACTIVE,12/11/2025,NPR,1/1/2026
ACC0000001981,CUST00000016,BR0007,CURRENT,ACTIVE,6/16/2021,NPR,1/1/2026
ACC0000001982,CUST00000883,BR0011,SALARY,ACTIVE,5/9/2025,NPR,1/1/2026
ACC0000001983,CUST00004046,BR0015,LOAN,ACTIVE,4/6/2024,NPR,1/1/2026
ACC0000001984,CUST00002212,BR0039,LOAN,DORMANT,11/10/2021,NPR,1/1/2026
ACC0000001985,CUST00003988,BR0039,SAVINGS,ACTIVE,11/25/2020,NPR,1/1/2026
ACC0000001986,CUST00004545,BR0003,SALARY,ACTIVE,8/3/2024,NPR,1/1/2026
ACC0000001987,CUST00002874,BR0004,WALLET,ACTIVE,11/6/2022,NPR,1/1/2026
ACC0000001988,CUST00001679,BR0034,WALLET,CLOSED,4/3/2023,NPR,1/1/2026
ACC0000001989,CUST00004402,BR0009,CURRENT,ACTIVE,7/23/2023,NPR,1/1/2026
ACC0000001990,CUST00003666,BR0012,CURRENT,DORMANT,7/24/2022,NPR,1/1/2026
ACC0000001991,CUST00001527,BR0013,LOAN,ACTIVE,1/1/2024,NPR,1/1/2026
ACC0000001992,CUST00000707,BR0015,WALLET,ACTIVE,2/25/2023,NPR,1/1/2026
ACC0000001993,CUST00004751,BR0039,CURRENT,BLOCKED,3/8/2025,NPR,1/1/2026
ACC0000001994,CUST00003719,BR0004,SALARY,ACTIVE,5/3/2024,NPR,1/1/2026
ACC0000001995,CUST00000198,BR0008,SALARY,BLOCKED,11/19/2020,NPR,1/1/2026
ACC0000001996,CUST00002933,BR0028,SALARY,ACTIVE,9/21/2020,NPR,1/1/2026
ACC0000001997,CUST00003885,BR0024,LOAN,ACTIVE,7/5/2022,NPR,1/1/2026
ACC0000001998,CUST00000447,BR0031,SAVINGS,ACTIVE,4/12/2024,NPR,1/1/2026
ACC0000001999,CUST00001183,BR0003,SAVINGS,ACTIVE,7/12/2019,NPR,1/1/2026
ACC0000002000,CUST00003921,BR0033,LOAN,ACTIVE,10/5/2024,NPR,1/1/2026
ACC0000002001,CUST00004061,BR0002,CURRENT,ACTIVE,7/29/2019,NPR,1/1/2026
ACC0000002002,CUST00004689,BR0019,LOAN,CLOSED,3/14/2019,NPR,1/1/2026
ACC0000002003,CUST00000883,BR0003,LOAN,DORMANT,3/8/2019,NPR,1/1/2026
ACC0000002004,CUST00003271,BR0018,SAVINGS,ACTIVE,9/18/2020,NPR,1/1/2026
ACC0000002005,CUST00004951,BR0027,SAVINGS,ACTIVE,7/20/2021,NPR,1/1/2026
ACC0000002006,CUST00001933,BR0006,SALARY,ACTIVE,7/19/2025,NPR,1/1/2026
ACC0000002007,CUST00003879,BR0035,SAVINGS,CLOSED,10/15/2020,NPR,1/1/2026
ACC0000002008,CUST00004915,BR0003,LOAN,ACTIVE,5/19/2023,NPR,1/1/2026
ACC0000002009,CUST00004033,BR0033,LOAN,ACTIVE,1/30/2025,NPR,1/1/2026
ACC0000002010,CUST00000483,BR0040,SAVINGS,ACTIVE,7/7/2022,NPR,1/1/2026
ACC0000002011,CUST00000831,BR0034,SAVINGS,ACTIVE,10/7/2024,NPR,1/1/2026
ACC0000002012,CUST00000428,BR0021,WALLET,ACTIVE,8/24/2021,NPR,1/1/2026
ACC0000002013,CUST00004947,BR0024,LOAN,ACTIVE,5/22/2023,NPR,1/1/2026
ACC0000002014,CUST00003488,BR0024,SALARY,ACTIVE,10/3/2024,NPR,1/1/2026
ACC0000002015,CUST00002033,BR0033,SALARY,ACTIVE,10/13/2022,NPR,1/1/2026
ACC0000002016,CUST00003955,BR0020,WALLET,ACTIVE,12/6/2022,NPR,1/1/2026
ACC0000002017,CUST00003642,BR0006,LOAN,ACTIVE,8/7/2022,NPR,1/1/2026
ACC0000002018,CUST00004009,BR0002,CURRENT,ACTIVE,2/18/2025,NPR,1/1/2026
ACC0000002019,CUST00003267,BR0020,LOAN,ACTIVE,3/13/2021,NPR,1/1/2026
ACC0000002020,CUST00003008,BR0026,SALARY,ACTIVE,11/8/2025,NPR,1/1/2026
ACC0000002021,CUST00004979,BR0006,WALLET,ACTIVE,10/19/2025,NPR,1/1/2026
ACC0000002022,CUST00003492,BR0017,LOAN,ACTIVE,10/6/2020,NPR,1/1/2026
ACC0000002023,CUST00002992,BR0013,SALARY,ACTIVE,9/29/2023,NPR,1/1/2026
ACC0000002024,CUST00002886,BR0004,WALLET,ACTIVE,8/13/2025,NPR,1/1/2026
ACC0000002025,CUST00003175,BR0032,CURRENT,ACTIVE,1/10/2023,NPR,1/1/2026
ACC0000002026,CUST00000258,BR0005,SAVINGS,CLOSED,11/10/2019,NPR,1/1/2026
ACC0000002027,CUST00001438,BR0007,SAVINGS,ACTIVE,12/29/2023,NPR,1/1/2026
ACC0000002028,CUST00001021,BR0009,LOAN,ACTIVE,4/25/2021,NPR,1/1/2026
ACC0000002029,CUST00001022,BR0036,CURRENT,DORMANT,9/9/2024,NPR,1/1/2026
ACC0000002030,CUST00002491,BR0028,SAVINGS,ACTIVE,7/16/2021,NPR,1/1/2026
ACC0000002031,CUST00001920,BR0024,CURRENT,DORMANT,1/27/2020,NPR,1/1/2026
ACC0000002032,CUST00000236,BR0012,CURRENT,ACTIVE,9/26/2019,NPR,1/1/2026
ACC0000002033,CUST00000176,BR0031,SAVINGS,ACTIVE,12/27/2025,NPR,1/1/2026
ACC0000002034,CUST00001083,BR0013,WALLET,ACTIVE,6/14/2023,NPR,1/1/2026
ACC0000002035,CUST00000523,BR0024,SALARY,ACTIVE,10/19/2023,NPR,1/1/2026
ACC0000002036,CUST00001543,BR0019,LOAN,ACTIVE,1/2/2025,NPR,1/1/2026
ACC0000002037,CUST00001192,BR0021,CURRENT,ACTIVE,3/24/2025,NPR,1/1/2026
ACC0000002038,CUST00000071,BR0017,SAVINGS,ACTIVE,7/22/2025,NPR,1/1/2026
ACC0000002039,CUST00004119,BR0021,CURRENT,ACTIVE,3/27/2025,NPR,1/1/2026
ACC0000002040,CUST00004594,BR0030,SAVINGS,DORMANT,3/21/2022,NPR,1/1/2026
ACC0000002041,CUST00001355,BR0039,SAVINGS,ACTIVE,5/26/2025,NPR,1/1/2026
ACC0000002042,CUST00003724,BR0018,CURRENT,DORMANT,2/4/2021,NPR,1/1/2026
ACC0000002043,CUST00003081,BR0005,SALARY,ACTIVE,3/11/2019,NPR,1/1/2026
ACC0000002044,CUST00001226,BR0037,LOAN,ACTIVE,9/15/2023,NPR,1/1/2026
ACC0000002045,CUST00003683,BR0005,SAVINGS,ACTIVE,7/23/2020,NPR,1/1/2026
ACC0000002046,CUST00000603,BR0029,LOAN,ACTIVE,1/15/2024,NPR,1/1/2026
ACC0000002047,CUST00000487,BR0029,SALARY,ACTIVE,7/13/2024,NPR,1/1/2026
ACC0000002048,CUST00004523,BR0019,CURRENT,ACTIVE,3/21/2024,NPR,1/1/2026
ACC0000002049,CUST00003977,BR0019,SAVINGS,ACTIVE,4/18/2020,NPR,1/1/2026
ACC0000002050,CUST00000938,BR0038,WALLET,ACTIVE,7/2/2020,NPR,1/1/2026
ACC0000002051,CUST00003641,BR0030,LOAN,ACTIVE,5/28/2023,NPR,1/1/2026
ACC0000002052,CUST00000743,BR0007,LOAN,ACTIVE,4/15/2022,NPR,1/1/2026
ACC0000002053,CUST00000515,BR0019,LOAN,ACTIVE,3/19/2025,NPR,1/1/2026
ACC0000002054,CUST00003292,BR0032,SAVINGS,CLOSED,1/26/2025,NPR,1/1/2026
ACC0000002055,CUST00003099,BR0012,WALLET,ACTIVE,7/7/2023,NPR,1/1/2026
ACC0000002056,CUST00003680,BR0006,SALARY,ACTIVE,8/10/2022,NPR,1/1/2026
ACC0000002057,CUST00002647,BR0029,SALARY,ACTIVE,9/20/2024,NPR,1/1/2026
ACC0000002058,CUST00000981,BR0005,CURRENT,ACTIVE,4/24/2025,NPR,1/1/2026
ACC0000002059,CUST00003296,BR0029,SALARY,ACTIVE,5/4/2020,NPR,1/1/2026
ACC0000002060,CUST00000569,BR0035,WALLET,ACTIVE,12/30/2025,NPR,1/1/2026
ACC0000002061,CUST00004829,BR0020,WALLET,DORMANT,7/9/2023,NPR,1/1/2026
ACC0000002062,CUST00000937,BR0015,LOAN,ACTIVE,3/15/2024,NPR,1/1/2026
ACC0000002063,CUST00000091,BR0012,CURRENT,ACTIVE,10/27/2024,NPR,1/1/2026
ACC0000002064,CUST00003934,BR0022,LOAN,ACTIVE,4/7/2020,NPR,1/1/2026
ACC0000002065,CUST00001480,BR0017,SAVINGS,ACTIVE,8/16/2020,NPR,1/1/2026
ACC0000002066,CUST00002082,BR0005,SALARY,ACTIVE,11/3/2025,NPR,1/1/2026
ACC0000002067,CUST00003990,BR0018,CURRENT,ACTIVE,10/4/2020,NPR,1/1/2026
ACC0000002068,CUST00004466,BR0033,CURRENT,ACTIVE,2/25/2022,NPR,1/1/2026
ACC0000002069,CUST00000647,BR0010,WALLET,ACTIVE,12/9/2020,NPR,1/1/2026
ACC0000002070,CUST00000809,BR0029,SALARY,ACTIVE,2/12/2023,NPR,1/1/2026
ACC0000002071,CUST00003405,BR0015,WALLET,ACTIVE,4/2/2021,NPR,1/1/2026
ACC0000002072,CUST00003478,BR0037,LOAN,ACTIVE,6/21/2022,NPR,1/1/2026
ACC0000002073,CUST00002303,BR0007,LOAN,ACTIVE,7/17/2021,NPR,1/1/2026
ACC0000002074,CUST00003357,BR0027,SAVINGS,ACTIVE,12/2/2019,NPR,1/1/2026
ACC0000002075,CUST00001513,BR0023,CURRENT,ACTIVE,1/17/2021,NPR,1/1/2026
ACC0000002076,CUST00002645,BR0021,SAVINGS,ACTIVE,1/17/2022,NPR,1/1/2026
ACC0000002077,CUST00001763,BR0006,CURRENT,ACTIVE,5/5/2022,NPR,1/1/2026
ACC0000002078,CUST00001492,BR0011,CURRENT,ACTIVE,11/8/2023,NPR,1/1/2026
ACC0000002079,CUST00001520,BR0027,SAVINGS,ACTIVE,1/2/2022,NPR,1/1/2026
ACC0000002080,CUST00004374,BR0015,LOAN,ACTIVE,1/18/2024,NPR,1/1/2026
ACC0000002081,CUST00002220,BR0019,SAVINGS,ACTIVE,10/3/2025,NPR,1/1/2026
ACC0000002082,CUST00004375,BR0032,WALLET,ACTIVE,7/5/2020,NPR,1/1/2026
ACC0000002083,CUST00004511,BR0034,SAVINGS,ACTIVE,10/3/2022,NPR,1/1/2026
ACC0000002084,CUST00001642,BR0018,SALARY,ACTIVE,1/4/2021,NPR,1/1/2026
ACC0000002085,CUST00000438,BR0031,CURRENT,ACTIVE,11/16/2024,NPR,1/1/2026
ACC0000002086,CUST00000957,BR0018,WALLET,ACTIVE,3/17/2020,NPR,1/1/2026
ACC0000002087,CUST00003282,BR0038,LOAN,ACTIVE,7/26/2022,NPR,1/1/2026
ACC0000002088,CUST00002735,BR0024,WALLET,ACTIVE,2/5/2025,NPR,1/1/2026
ACC0000002089,CUST00001054,BR0023,CURRENT,ACTIVE,10/25/2023,NPR,1/1/2026
ACC0000002090,CUST00002902,BR0037,WALLET,ACTIVE,6/1/2022,NPR,1/1/2026
ACC0000002091,CUST00003618,BR0009,SALARY,ACTIVE,12/21/2021,NPR,1/1/2026
ACC0000002092,CUST00004526,BR0010,LOAN,ACTIVE,7/12/2021,NPR,1/1/2026
ACC0000002093,CUST00004158,BR0002,SALARY,ACTIVE,5/6/2025,NPR,1/1/2026
ACC0000002094,CUST00003050,BR0039,SALARY,ACTIVE,3/2/2025,NPR,1/1/2026
ACC0000002095,CUST00001217,BR0011,SALARY,ACTIVE,5/26/2025,NPR,1/1/2026
ACC0000002096,CUST00002325,BR0010,CURRENT,ACTIVE,9/19/2019,NPR,1/1/2026
ACC0000002097,CUST00003788,BR0031,CURRENT,DORMANT,11/9/2023,NPR,1/1/2026
ACC0000002098,CUST00000874,BR0037,CURRENT,BLOCKED,10/3/2022,NPR,1/1/2026
ACC0000002099,CUST00002895,BR0006,CURRENT,ACTIVE,1/14/2024,NPR,1/1/2026
ACC0000002100,CUST00002320,BR0019,LOAN,ACTIVE,1/14/2025,NPR,1/1/2026
ACC0000002101,CUST00003697,BR0011,LOAN,ACTIVE,4/11/2022,NPR,1/1/2026
ACC0000002102,CUST00003914,BR0016,WALLET,ACTIVE,3/7/2019,NPR,1/1/2026
ACC0000002103,CUST00004290,BR0038,WALLET,ACTIVE,12/18/2020,NPR,1/1/2026
ACC0000002104,CUST00002774,BR0004,LOAN,ACTIVE,9/18/2019,NPR,1/1/2026
ACC0000002105,CUST00004958,BR0031,CURRENT,ACTIVE,11/26/2021,NPR,1/1/2026
ACC0000002106,CUST00002694,BR0022,LOAN,ACTIVE,11/30/2020,NPR,1/1/2026
ACC0000002107,CUST00000509,BR0020,SAVINGS,ACTIVE,11/1/2025,NPR,1/1/2026
ACC0000002108,CUST00004988,BR0030,LOAN,ACTIVE,11/26/2020,NPR,1/1/2026
ACC0000002109,CUST00000251,BR0025,LOAN,DORMANT,2/10/2020,NPR,1/1/2026
ACC0000002110,CUST00001769,BR0025,SAVINGS,ACTIVE,6/14/2022,NPR,1/1/2026
ACC0000002111,CUST00003444,BR0002,CURRENT,ACTIVE,4/20/2023,NPR,1/1/2026
ACC0000002112,CUST00001207,BR0007,SAVINGS,ACTIVE,8/27/2022,NPR,1/1/2026
ACC0000002113,CUST00003775,BR0015,WALLET,ACTIVE,10/4/2022,NPR,1/1/2026
ACC0000002114,CUST00003131,BR0027,SALARY,DORMANT,6/3/2020,NPR,1/1/2026
ACC0000002115,CUST00001907,BR0010,SAVINGS,BLOCKED,2/23/2024,NPR,1/1/2026
ACC0000002116,CUST00003879,BR0040,SAVINGS,ACTIVE,11/28/2023,NPR,1/1/2026
ACC0000002117,CUST00000334,BR0024,SAVINGS,ACTIVE,10/23/2021,NPR,1/1/2026
ACC0000002118,CUST00002072,BR0007,CURRENT,ACTIVE,5/7/2019,NPR,1/1/2026
ACC0000002119,CUST00004447,BR0028,SAVINGS,ACTIVE,3/8/2025,NPR,1/1/2026
ACC0000002120,CUST00000046,BR0017,SAVINGS,ACTIVE,8/8/2023,NPR,1/1/2026
ACC0000002121,CUST00000331,BR0018,LOAN,ACTIVE,2/17/2022,NPR,1/1/2026
ACC0000002122,CUST00003537,BR0001,WALLET,ACTIVE,9/25/2023,NPR,1/1/2026
ACC0000002123,CUST00002392,BR0034,LOAN,ACTIVE,11/9/2020,NPR,1/1/2026
ACC0000002124,CUST00004841,BR0004,CURRENT,ACTIVE,3/29/2022,NPR,1/1/2026
ACC0000002125,CUST00001646,BR0025,CURRENT,DORMANT,3/31/2024,NPR,1/1/2026
ACC0000002126,CUST00003557,BR0040,LOAN,ACTIVE,3/29/2025,NPR,1/1/2026
ACC0000002127,CUST00003456,BR0024,CURRENT,ACTIVE,11/11/2019,NPR,1/1/2026
ACC0000002128,CUST00001531,BR0015,LOAN,ACTIVE,6/3/2022,NPR,1/1/2026
ACC0000002129,CUST00001805,BR0003,WALLET,ACTIVE,4/26/2025,NPR,1/1/2026
ACC0000002130,CUST00001455,BR0025,CURRENT,ACTIVE,7/2/2023,NPR,1/1/2026
ACC0000002131,CUST00004536,BR0009,LOAN,ACTIVE,3/9/2019,NPR,1/1/2026
ACC0000002132,CUST00002529,BR0018,SALARY,ACTIVE,5/29/2024,NPR,1/1/2026
ACC0000002133,CUST00000748,BR0012,SALARY,CLOSED,5/13/2021,NPR,1/1/2026
ACC0000002134,CUST00004106,BR0037,CURRENT,DORMANT,7/23/2025,NPR,1/1/2026
ACC0000002135,CUST00004307,BR0005,LOAN,ACTIVE,4/1/2019,NPR,1/1/2026
ACC0000002136,CUST00001317,BR0027,LOAN,ACTIVE,11/23/2022,NPR,1/1/2026
ACC0000002137,CUST00001757,BR0002,SALARY,ACTIVE,5/26/2020,NPR,1/1/2026
